ID_DN,CITY,ENT_TYPE,AGE,LEGAL_GENDER,CAPITAL_AMOUNT,TOTAL_OF_LABORS,MA_NGANH,TienTT_2015,ThuNH_2015,HangTon_2015,TSCoDinh_2015,NoNgan_2015,NoDai_2015,VonCSH_2015,DTThuan_2015,GiaVon_2015,DThuTC_2015,LNThuan_2015,TongLN_2015,LNsauthue_2015,TienTT_2016,ThuNH_2016,HangTon_2016,TSCoDinh_2016,NoNgan_2016,NoDai_2016,VonCSH_2016,DTThuan_2016,GiaVon_2016,DThuTC_2016,LNThuan_2016,TongLN_2016,LNsauthue_2016,TienTT_2017,ThuNH_2017,HangTon_2017,TSCoDinh_2017,NoNgan_2017,NoDai_2017,VonCSH_2017,DTThuan_2017,GiaVon_2017,DThuTC_2017,LNThuan_2017,TongLN_2017,LNsauthue_2017,TienTT_2018,ThuNH_2018,HangTon_2018,TSCoDinh_2018,NoNgan_2018,NoDai_2018,VonCSH_2018,DTThuan_2018,GiaVon_2018,DThuTC_2018,LNThuan_2018,TongLN_2018,LNsauthue_2018,Status
ACT0785,0.624625,LLC2,16.95068493,Male,100000000,3,82,36830000,9938500,120792700,1,225570500,1,-13835600,520847900,1,539400,41221900,41221900,41221900,147596400,111507200,118295000,1,428357500,1,-14845900,849283600,1,347800,-1010300,-1010300,-1010300,32535851,190721619,118295000,1,382449412,1,-8205429,913429000,1,281488,8300695,8300695,6640556,86875096,167564400,118295000,1,392625625,1,309843,927790430,1,158111,15885614,15885614,12708491,ACT
ACT2237,0.624625,LLC2,16.9890411,Female,500000000,6,46,27316600,1,1337895000,18719300,832795200,405000000,151015100,736578500,681289200,309200,-112517800,-112517800,-112517800,54289400,23875500,1466796400,18719300,1047795200,405000000,119476100,858029400,780122300,205000,-31539000,-31539000,-31539000,73041707,1,1550569025,17685380,1562795269,1,90306798,556102000,497393301,126450,-29169317,-29169317,-29169317,93387559,1,1507600557,17685380,1562795269,1,57770257,525446000,468182308,88795,-32536541,-32536541,-32536541,ACT
ACT2610,0.624625,LLC2,8.498630137,Male,2400000000,24,62,33553799600,4338836700,2344226500,558708800,6848933700,767183800,34718017600,92970178000,69236578400,1340657100,11680120500,11770717900,9343943200,41312258200,4859287800,3353445000,392606100,8504365000,777777400,42852923100,88622914000,69890980400,945093700,8880395700,9415461000,7521676900,48248978400,6262719120,1455216840,183980160,11385752500,543982800,50199811340,96679746810,75388614120,692764875,9336019455,9324059190,7467267765,42434719670,5690691020,15031074100,224517300,22408852750,432164200,50541477830,1.12E+11,87409071584,576580480,9580393152,10555035040,8435238976,ACT
ACT1665,0.624625,SC,16.95342466,Male,1000000000,5,46,49458300,1339852200,1753537100,1,886680100,1550000000,854017800,4219355300,4041796000,281300,57068900,57068900,57068900,490989100,1285186100,1135179800,1,601933300,1550000000,842727700,3005749700,2913776000,1206800,225500,-2320800,-2320800,578418575,1111261345,842413220,1,1781115279,1,808826949,2664028573,2635010736,535800,-33894171,-33900771,-33900771,324954837,2135361038,580595546,1,2314352551,1,735074310,2244928457,2246957509,367900,-73752639,-73752639,-73752639,ACT
TER2146,0.624625,SC,13.87123288,Female,6800000000,9,46,1806273000,4300000000,794278200,6533900,-4014000,1,6911478000,1,1,1,-2000000,-2000000,-2000000,1804273000,4300000000,794278200,6533900,-4014000,1,6909478000,1,1,1,-2000000,-2000000,-2000000,1802273016,4300000000,794278281,6533908,1,1,6907478047,1,1,1,-2000000,-2000000,-2000000,1800273016,4300000000,794278281,6533908,1,1,6905478047,1,1,1,-2000000,-2000000,-2000000,TER
ACT1518,0.624625,SC,16.85479452,Male,60000000000,5,41,28643336400,21054025700,81884826000,6904410500,1.27E+11,1,22611405300,2.44E+11,2.37E+11,959102900,1907807000,6342057200,4946804600,19231996700,27168084400,67096031100,9151276600,1.06E+11,1,25390484800,83284082200,71588168600,1222894000,2481928400,2776693400,2230940200,2130813895,43823241411,63505149595,15943987143,90889967101,1,39887894470,82703526548,72790157726,331150033,1140960249,1237211731,897409572,23529910079,67796721942,79542694317,23573849197,1.53E+11,1,61860661214,1.26E+11,1.14E+11,54001098,2739958547,2364529178,1860661214,ACT
ACT0770,0.624625,LLC2,16.73972603,Male,14000000000,10,46,3479005000,21860484800,26588229800,581292600,25030945100,14080000000,14299714700,45618705800,37010862800,161139100,345690800,415688500,322993400,3038987800,22963097800,32721713900,492483500,31250049100,14730000000,14320175500,59741105100,50509988700,59848300,388647500,393041100,304447600,898469746,19586718434,31482855868,480310763,38654295826,1,14298290764,35462466028,29078300061,59452722,169500241,166692242,132540193,2736425934,24389035820,32578898121,346902467,46580816932,1,13861740828,41521251800,34896219668,24818511,239659315,184391435,147347148,ACT
ACT2919,0.624625,LLC2,16.74246575,Male,4000000000,9,46,591010000,172381700,1484576900,161728100,406202200,1,2069358800,3621979500,2772908400,173300,-18009500,-18315700,-18315700,2275581800,87303600,1702310800,97849800,74094200,1,4114575500,3238031800,2223734000,273000,15644300,3724400,-4783200,1827770993,506213607,1872220149,49289811,137407639,1,4147408867,5312832840,3795964070,330717,45308851,45308851,32833324,1662141535,487611754,2176049583,31366251,218649046,1,4179157850,4314976550,3235992379,398124,34014426,34014426,31748983,ACT
ACT2035,0.624625,SC,16.70136986,Male,700000000,5,47,39142500,1,34776200,1,27004100,1,261571200,311505200,228005900,1,3419800,3477600,3477600,719263900,1,389838700,1,953147200,1,281796600,2594538000,2286633900,1,18970600,20874000,20874000,668322315,69264080,897200559,1,1497804000,1,285913537,1893036092,1448394925,951389,26229866,26229866,26229866,206198803,1,1047797984,1,1377678760,1,95813343,516885227,452635027,148834,-190100244,-190100244,-190100244,ACT
ACT2345,0.624625,LLC2,17.50136986,Male,20000000000,10,46,10959064000,40955556600,12615523200,3507832300,46312218700,600000000,21551578500,1.06E+11,91947324700,17628400,402337200,402337200,313823000,3131813800,46058575800,31108047300,6009194100,70647725000,600000000,21835013800,1.39E+11,1.25E+11,176594100,-41801600,283435300,226748200,8744102534,66066533795,72867238095,4825963861,1.34E+11,1,21916166920,1.61E+11,1.47E+11,236387151,-16874577,250684097,200547278,7637042664,56704761915,59384470705,3764383421,1.15E+11,1,22138791020,1.25E+11,1.09E+11,80537705,196824308,274575715,219660572,ACT
ACT1785,0.624625,LLC2,16.64657534,Male,500000000,10,25,271334600,1,368392100,1,59315900,1,665033700,1818211500,1675000300,205400,11988100,11988100,9590500,46601000,1,462991000,1,66740500,1,628034600,191650000,172485000,25200,-36999100,-36999100,-36999100,32393782,26932401,524563697,1,203672968,1,583689437,45530000,40977000,5596,-44345175,-44345175,-44345175,35865494,26932401,505090723,1,243672968,1,575841490,138280000,124452000,4140,-6454704,-6454704,-6454704,ACT
ACT2235,0.624625,SC,16.4739726,Male,2800000000,9,30,512463100,395152000,3474933800,1,2167347600,1,2260885200,477829500,306131900,21500,-327259700,-380305300,-380305300,543028400,257400000,3199015200,1,2068648100,1,2054901000,292542000,320783800,11300,-205984100,-205984100,-205984100,680077565,1,2875342555,1,2070536923,1,1563516211,103385000,409650707,5080,-491384825,-491384825,-491384825,168304918,106370000,2482067017,1,1728847115,1,1111199504,190139200,434455629,1,-452316707,-452316707,-452316707,ACT
ACT1107,0.624625,SC,9.6,Female,14500000000,8,46,3060537100,16244952300,33373220300,4345456400,44579085700,1505368000,13745313600,48410596500,45176077600,12683200,-357681800,-555882100,-574316400,8675603000,17310124100,12892996100,10548380500,38618336000,262500000,13048595200,24703676300,21916892700,12660200,-752059900,-749259900,-749259900,1934100863,17346897723,14211224964,9947006423,30469720104,1,13745313694,14545521000,12344220875,10195500,-408642004,-1393316304,-1393316304,6963079693,18330126646,16774090397,8589637893,37937760446,1,13758306793,17989996822,14727554817,4249500,290338175,12993099,12993099,ACT
ACT1691,0.624625,LLC2,16.35068493,Male,8500000000,10,46,3748567700,27038045000,1349658000,5253900,22930510800,1,9483209100,1.06E+11,94852622000,254750200,443756400,447638700,349158100,13749784600,33541254300,9328097000,1,47036967800,1,9795445000,1.40E+11,1.27E+11,236806300,488521300,503968100,403174400,14097842100,27083690965,5917898424,1704532483,39261155479,1,9746089403,1.06E+11,91240105017,75447168,502335741,489891619,391913295,19817999431,1.04E+11,15140488874,2807692070,1.32E+11,1,9976826285,2.21E+11,2.00E+11,166289272,787189404,806831680,645465444,ACT
ACT0948,0.624625,LLC2,16.30410959,Male,1350000000,16,14,687185400,1,3153998500,1,8061121400,1,-4152432000,1762168600,1088039200,655700,361708900,-222479900,-222479900,318573400,1,3132612900,1,7906992700,1,-4382497500,30505000,102195500,124400,-226825500,-226825500,-226825500,139561762,1,3051246789,1,7910935400,1,-4626959037,103000000,198136194,24418,-233846009,-233846009,-233846009,181842179,27500000,3040766435,1,8009492531,1,-4672832014,307766820,143191263,28900,-45872977,-45872977,-45872977,ACT
TER0772,0.624625,LLC2,16.03287671,Male,500000000,9,46,99308900,528814300,3656765600,1,6107128000,1,-1822239100,3361657200,3163901700,170500,-203975000,-203975000,-203975000,87302100,21000,2707125900,1,4960000000,1,-2156083300,1061701800,1008938700,206300,-333844200,-333844200,-333844200,17225021,1,2701043982,1,4980000000,1,-2251665992,6777273,6081966,58844,-95582662,-95582662,-95582662,17225021,1,2701043982,1,4980000000,1,-2251665992,1,1,1,1,1,1,TER
TER1587,0.624625,LLC2,15.86027397,Male,1000000000,5,47,211563100,1,833588800,1,1963000,1,1043189000,1461751800,1364370000,5200,4363000,4363000,4363000,105837200,1,973592800,1,2956500,1,1076473600,1630818600,1506408000,16900,33284500,33284500,33284500,226765687,1,866683620,1,3513000,1,1089936307,1281065788,1169550275,7148,13462661,13462661,13462661,753353077,1,342877620,1,2783300,1,1093447397,1422170600,1325480000,5930,4498530,4498530,3511090,TER
ACT1184,0.624625,LLC2,15.84383562,Female,20000000000,0,68,11222384800,1,2705871200,15579000,3001000000,1,18107949400,1,1,1,1,1,1,10851722400,1,2705871200,1,3001000000,1,17721707900,1,1,1,1,1,1,10397003194,1,2705871235,1,3001000000,1,17266988714,1,1,1,1,1,1,9776765413,1,2705871235,1,3001000000,1,16646750933,1,1,1,1,1,1,ACT
TER0064,0.624625,SC,10.97808219,Female,9800000000,10,46,5159729500,7880592200,4973765800,4625718600,5835518600,1,18131591600,30696052000,27145565300,23128600,360238800,168707200,131591600,914907300,6985462900,5417918400,4773238700,8971441400,1,10017669700,23095399000,19791656200,14128000,272087200,272087200,217669700,561944973,5684882208,6448770343,4249820877,7756714655,1,9987569778,20574369065,17455914932,9986802,234459512,234462223,187569778,1525507232,6710484570,1186140795,1,346254862,1,9087877735,7644054300,6712787622,242909,-380430558,-899692043,-899692043,TER
ACT2611,0.624625,LLC2,15.79452055,Male,5445579650,0,33,1514388800,392620000,3922442500,973839700,2293232500,1,4644394800,51474325200,46809514900,278590200,494504800,483571000,445754600,204069300,3848282300,2718850400,790598000,3184263900,1,4440201200,28006211800,23949694700,227886300,-223071100,-204193500,-204193500,214755296,2577422087,3109302785,834812978,2060083229,1,4725739438,22226311470,17875750385,90610119,307762642,305874360,285538201,1873063953,3903226560,2048216605,708930253,3497248432,1,5072103706,28796742735,24006003182,141674178,466109835,439586235,346364268,ACT
TER0938,0.624625,LLC2,15.45753425,Male,4000000000,4,46,1835908200,12416084900,29795959400,1,47071560100,1,872783700,76687894500,72235481700,3046800,227433700,224613700,179690900,195597100,3030264600,20927458500,281787400,24574091400,1,854120800,94237168500,92269560300,5244300,99860400,3306400,-18662800,284552999,895959893,10443509831,230553401,7674915006,1,4410320318,43713145281,42293831019,2575156,185912656,100896194,56199451,2515424089,1,1,1,1,1,2978106707,11568556630,11765524944,40623737,-945740545,-877462533,-877462533,TER
TER2103,0.624625,LLC2,14.80821918,Male,9000000000,7,52,1527549200,528354500,4329681900,6734183500,7484415900,1,8679547900,41934498400,39739041300,6238400,328407500,-222153700,-295263600,1850240300,2180005500,293267700,7342154900,5112902400,1,8558635900,18428110400,16984641600,2022200,100468100,-61012500,-78746100,1435914613,2423246640,741483032,6286359515,3286849941,1,8311558910,21658408419,19764177910,2997861,292099706,233938006,175518065,1051365083,720969615,1,4713473208,115500000,1,6739938297,11879422486,11381251329,843061,-781118291,-1561871716,-1561871716,TER
ACT1720,0.624625,SC,15.4109589,Male,4900000000,6,43,1250686600,1508523400,4454126300,717325300,3377536900,1,4913747900,8075679000,7269641800,2723000,3860500,3860500,3088400,1113645700,1504701400,4620270100,693992000,3805450000,1,4526948200,1973561400,1893433400,1781400,-412929300,-386799600,-386799600,828748728,820010681,3659930058,322167586,2027951912,1,4150511991,4195052453,3944689635,4072714,-288703261,-376419771,-376419771,2142699233,3355643928,3745828162,297167586,5710701906,1,4047834648,9918028771,9807336507,2474776,-278275053,47034027,47034027,ACT
ACT1713,0.624625,SC,15.29589041,Male,6000000000,10,46,3486115900,1876547700,239654000,1,12136400,1,5590181200,2471106300,1490172400,146200,2676200,2676200,2141000,1533489300,3105298600,246822400,1606434700,10279400,1236805500,5629158200,3614489900,1689437800,1215400,48721200,48721200,38976900,3041697528,2173327512,142710828,1411661974,1265403769,1,5671816819,2972297242,1183773196,349016,134505072,53323256,42658605,3095827438,2024168891,102773488,1216889242,835093304,1,5722270908,3810099660,1973694976,827697,63447183,63067611,50454089,ACT
ACT2262,0.624625,SC,15.2630137,Male,1500000000,9,71,1043589800,2415380700,5579058000,1222586500,10221619100,769500000,1141699900,3106357800,2564023100,301000,78143800,41932500,41932500,1653895900,2441980700,5634854600,1005486100,11600221800,122500000,947583500,977392700,291684400,335800,-25079300,-194116400,-194116400,2222176368,2495959197,5494572011,856525230,11129392183,1,963500385,2496511249,1490072299,291025,20002024,20002024,20002024,284293841,1527750227,3924002616,763787048,7374944007,2060544359,972135166,3169367272,2257271562,374942,30482180,30296995,24237596,ACT
ACT2053,0.624625,LLC2,9.254794521,Female,5000000000,15,56,2234063600,554802000,2911200700,581039200,8932974700,2500000000,5298348200,9067415300,8508519400,4828400,164427900,-287786600,-320672200,119032600,1,2679599900,380452500,5350220700,2500000000,5435371100,13417126300,11737836000,6737500,520781300,289589600,158203700,62291345,934130153,2674211540,202660283,7881255374,1,5853403715,13384736362,11703598244,1166709,627857914,545199628,419628045,166832313,204949045,2668214434,75522127,4397738239,1,9277246129,10807336389,11480245037,667656,-1786426770,-1795966930,-1795966930,ACT
ACT2866,0.624625,SC,15.23013699,Female,12000000000,20,47,5232416000,8667059900,42847246100,829359800,45650661100,226974900,12617847000,3.05E+11,3.00E+11,6396200,-618346600,280929700,219125200,406911000,30663881300,48165362200,728917100,67289676400,719664100,12900131100,3.35E+11,3.34E+11,4674300,-4770972400,361902600,282284000,2738833385,1225675681,52621078353,790974542,44901839589,1,13004673085,2.32E+11,2.08E+11,3135079,-1056775195,363387722,283442423,5961528348,32388513769,63518130989,928431890,92590741388,1,13234245675,3.89E+11,3.39E+11,5709457,-2066091060,323814809,252575551,ACT
TER2117,0.624625,SC,15.03013699,Male,1500000000,5,46,12624200,1,373034900,59136000,960000000,1,-214314600,1,1,15100,-4799000,-4799000,-4799000,6231200,1,373034900,59136000,960000000,1,-221599600,1,1,14800,-7284900,-7284900,-7284900,935781,42400160,373034950,1,961000000,1,-227563751,1,1,9666,-5964097,-5964097,-5964097,935781,42400160,1,1,1,1,102875051,1,1,1,-1000000,-631561198,-631561198,TER
ACT2989,0.624625,SC,15.15342466,Male,20000000000,9,46,11515499200,19613394700,54372899400,3647860800,24583180200,47840000000,18488191000,1.27E+11,1.22E+11,43230500,514578600,514806600,401549100,3294028100,24374138500,68096838800,2864803200,10848736200,72840000000,17924079500,1.64E+11,1.59E+11,39843800,-524767000,-540167200,-540167200,4830059766,17811373321,64966274535,2413389968,75370181259,1,17037946922,1.33E+11,1.30E+11,11530900,-768995122,-787949137,-787949137,6008289336,27800655003,64179762108,1961976704,84132625926,1,17726621223,80562363638,75885269594,7817355,698977182,688674301,688674301,ACT
ACT1562,0.624625,SC,15.16438356,Male,25000000000,30,68,3773254500,1.23E+11,1.03E+11,3525132100,2.27E+11,1,28702829700,1.69E+11,1.65E+11,3784673100,4509330000,4827511800,3765459200,28384552800,1.05E+11,1.45E+11,1847914400,2.76E+11,1,28965574900,1.78E+11,1.72E+11,1415967000,3875184700,3875184700,3100147700,20535994658,92266254253,1.73E+11,576384130,2.62E+11,1,29137349334,2.82E+11,2.57E+11,61358322,7029045195,7084345195,5667476156,24383509191,84947160082,1.32E+11,576384130,2.17E+11,1,29289926583,2.10E+11,1.82E+11,48040233,12982277096,3082277096,2465821677,ACT
ACT2041,0.624625,LLC2,15.14246575,Male,600000000,6,46,712743500,301403500,2751416100,393000000,1502157700,1,2700319600,2919913300,2677685500,187700,4835300,4835300,3868300,61449500,467056100,3901482400,393000000,1839113900,1,3067151600,1837707500,1525481200,117400,15758400,15758400,12606700,96452091,467056167,3976482479,393000000,1947006426,1,3067151620,444873726,430650000,1,1973726,1973726,1657930,46248851,649896815,3278060479,393000000,1262368190,1,3116292376,2050446360,2047111596,31251,2942396,2942396,2353899,ACT
ACT1952,0.624625,LLC2,15.16164384,Female,1.00E+11,15,52,501574500,95463915100,311780000,80616600,20746124100,1,98338416200,1733264700,234417200,21000,28952600,27376800,27376800,440940800,96090101900,311780000,1,21769855000,1,98027449400,2103492900,937669000,23089000,-310066900,-310966800,-310966800,1088319943,96436818406,145030000,7000000,22719510562,1,97596066561,1949977791,971582637,41863,-423619634,-431382845,-431382845,1193550166,52803262022,1,7000000,2514073072,1,97611536972,1776919415,145030000,173991,15657231,15470411,15470411,ACT
ACT2125,0.624625,LLC2,15.09041096,Female,1900000000,4,46,271285800,343362800,3125061600,1,2132636200,1,1708528800,4804422100,3869939900,414600,9191600,7678500,6142800,592729200,187461100,2471931200,1,1642919700,1,1713586200,5289086100,4295003600,911400,6321300,6321300,5057300,543034896,640037530,2272495420,1,1782951969,1,1720484520,4606445182,3854372664,688199,16030689,33530689,26824551,713321764,592107300,1575305274,1,1205291754,1,1699003729,3591710431,2865659539,512080,-16850960,-16850960,-16850960,ACT
