ID_DN,CITY,ENT_TYPE,AGE,LEGAL_GENDER,CAPITAL_AMOUNT,TOTAL_OF_LABORS,MA_NGANH,TienTT_2015,ThuNH_2015,HangTon_2015,TSCoDinh_2015,NoNgan_2015,NoDai_2015,VonCSH_2015,DTThuan_2015,GiaVon_2015,DThuTC_2015,LNThuan_2015,TongLN_2015,LNsauthue_2015,TienTT_2016,ThuNH_2016,HangTon_2016,TSCoDinh_2016,NoNgan_2016,NoDai_2016,VonCSH_2016,DTThuan_2016,GiaVon_2016,DThuTC_2016,LNThuan_2016,TongLN_2016,LNsauthue_2016,TienTT_2017,ThuNH_2017,HangTon_2017,TSCoDinh_2017,NoNgan_2017,NoDai_2017,VonCSH_2017,DTThuan_2017,GiaVon_2017,DThuTC_2017,LNThuan_2017,TongLN_2017,LNsauthue_2017,TienTT_2018,ThuNH_2018,HangTon_2018,TSCoDinh_2018,NoNgan_2018,NoDai_2018,VonCSH_2018,DTThuan_2018,GiaVon_2018,DThuTC_2018,LNThuan_2018,TongLN_2018,LNsauthue_2018,Status
ACT2945,0.634025,LLC2,14.48219178,Male,7000000000,10,46,168096100,9998381100,1227910000,4243646800,14093272500,1,1903602600,25089979500,17063089100,825100,51497400,51497400,41197900,73088900,19912599100,1880955100,9560187600,11375622000,18783211000,1870600200,39404621400,27026437700,1072200,95858500,72122200,57697800,121687884,14543286686,6131210812,12714260632,19512353950,13750954821,1429518038,41361135360,29801125076,1292458,233020156,-440659844,-440659844,378364048,22507397116,4749972093,12376101690,39421228209,1,1381000834,35197680633,25528148126,1941628,6450846,21450846,17160677,ACT
ACT0074,0.634025,LLC2,14.48219178,Male,1680000000,1,47,299366700,1389926200,1,1,16253100,1,1675003500,1,1,1,-15400000,-15400000,-15400000,303104100,3971315400,1,1,2605527500,1,1671078700,3208325200,3121799700,100,-3924700,-3924700,-3924700,49276276,4713246666,1,1,3105527577,1,1659182097,741931200,715827840,1,-11896640,-11896640,-11896640,310891277,4713246665,1,1,3839527577,1,1226286643,1,1,1,-38350000,-432895454,-432895454,ACT
ACT1063,0.634025,LLC1,14.4630137,Female,3000000000,3,46,331547000,6046131300,12210029100,1906424200,32569006800,2894102000,9436547700,31691562300,23567848900,6666500,900399000,6011505000,5808924600,958023400,14773220800,34353587700,6287602000,31232468600,16187799000,18842493500,56566189700,38685031600,10098000,585968500,9695056600,9539951600,6792228609,26956588337,29575612232,18038152074,32472587934,22589677330,32363833200,1.13E+11,91207041939,4592494,294820409,14308698307,13521339669,5608261694,77607140955,180041207,1.10E+11,1.59E+11,1,34776141525,1.67E+11,1.31E+11,2688100,127657685,3130717631,2559011105,ACT
TER1518,0.634025,LLC2,14.41917808,Female,150000000,4,10,19380500,42392900,144921000,1,210514300,1,-1509800,883011800,736033100,45500,8413100,8413100,8413100,1,1,1,1,1,1,1,1103507300,853507300,1,-9379900,-9379900,-9379900,13078834,134886624,53631911,1,360871434,1,-139975451,1337178880,1042342392,111986,-2139067,-2139067,-2139067,17809996,113117596,78384528,1,434697766,1,-210723253,1114606530,886946473,43999,-88971202,-89125135,-89125135,TER
TER1389,0.634025,SC,14.06027397,Female,10000000000,1,42,27102625300,38140082500,1,1196976600,77458492700,1,18269692300,1.31E+11,1.22E+11,3683268600,9617480300,9617480300,7501634600,32986822700,15435820000,1,1,10680158900,13000000000,25287960100,1.01E+11,60783531900,1484409400,17960575600,17445547400,13956437900,8144281169,8739456219,1,1,8645819525,1,10503842405,17112771879,1,595650241,4265094678,4257121467,3405697174,56496932,1,1,1,14937082,1,1933710755,1,1,964058,-1940029307,-1940029307,-1940029307,TER
ACT0528,0.634025,SC,14.43287671,Female,5000000000,4,41,1075395800,2283021300,5485630700,45000000,2743996400,2100000000,4846549900,40000000,21277900,443000,2529900,2529900,2023900,1962872500,2294038700,4940721200,45000000,3010782400,2100000000,4849981000,1382160600,1336732900,675300,3937100,3937100,3937100,1763750866,2294038723,5113927051,45000000,3010830146,2100000000,4850172028,1,1,238673,238673,238673,190938,1483240074,2349038723,5323184803,45000000,3010830146,2100000000,4852370561,109827000,77678008,112395,2198533,2198533,1758826,ACT
TER1149,0.634025,LLC2,13.98630137,Male,4000000000,0,22,88167100,112040700,1596284400,980385700,1757440500,2510000000,-1425312000,1389659200,1320176300,70200,-39553400,-39553400,-39553400,349932100,1,1581160900,865840300,4455729000,1,-1582994400,1471275100,1324147500,57700,-157682400,-157682400,-157682400,289886348,1,1615618036,886868180,4469412835,1,-1603868154,1400253491,1232223072,85443,-43128186,-64061863,-64061863,169518145,1,1662625854,864707872,3454196073,1,-674207025,1434130800,1290717720,69884,-65878453,-70338871,-70338871,TER
ACT1333,0.634025,LLC2,14.35890411,Male,500000000,10,32,21945700,1,176985700,1,120090000,1,95754200,99000000,70693500,12400,1193700,1192300,953600,17031300,1,238736900,1,170021700,1,96246800,51151300,26647800,9400,615700,615700,615700,71399842,12489750,279123176,1,270000000,1,94123244,93749222,70872487,19242,-2123649,-2123649,-2123649,65206726,1,248319595,1,218384149,1,95142172,106363172,65471275,18053,1273660,1273660,1018928,ACT
ACT2695,0.634025,LLC1,6.320547945,Male,4800000000,38,50,23830119900,39819412200,1,843600400,51081979000,1,13950301300,21019404600,13053112600,1971300900,2238930200,2537499800,1597458500,32329137900,47282417300,1,1829359700,65193057000,113715700,16732252200,21748363400,14893789300,802053600,3164438600,3660867100,2781950800,33775418733,49095973038,1,1531458424,66519978693,28579139,18656148922,25293938819,14663354456,1374900628,2709850048,2626481969,1923896684,31070252321,51899570039,1,1233557116,62618781960,28579139,22675302606,31102830360,17144139809,2201704445,5451172353,5184344017,4019153684,ACT
ACT3009,0.634025,SC,14.38630137,Female,2000000000,6,46,884986900,11370833100,1,29235800,13013073800,10040000,-680940000,1.87E+11,1.85E+11,3067900,196230700,196230700,196230700,93503100,7836037000,1,29235800,8683090500,10040000,-661948600,94511616900,93923689700,6561100,21091300,21091300,21091300,636772263,5999991198,1,29235814,7334032349,10040000,-594305279,70424342276,69164775450,4132475,67643377,67643377,67643377,157241083,7123771748,1,1,7927904176,10040000,-536217616,58338777251,57475490000,1907734,33704593,33704593,33704593,ACT
ACT2387,0.634025,LLC2,14.30410959,Male,1000000000,10,79,1001604200,3877188100,1,1,4126042500,1,919934000,13828028000,12565603000,1414300,69486800,-49716600,-65055200,1133112700,5015321300,1,1,5896333000,1,420867500,62891869600,59655609700,1775500,-470812000,-499066400,-499066400,1095527459,5716124498,1,1,6122386001,1,863477223,73002857400,69024291977,1035791,231296248,504083538,442609669,2383525966,10879960115,1,1,12295823926,1,1018858840,83946728838,79897470163,1547318,-72599963,199038976,155381617,ACT
ACT0096,0.634025,LLC2,14.45479452,Female,10000000000,5,46,679162400,2099306800,6654568400,285600000,8359660600,1,1429216800,9470732200,8693463900,1411200,36925800,36805900,29444700,944416000,639828800,7157357200,204000000,7527109600,1,1451648800,6386427300,5636049100,1356700,16139900,28039900,22431900,2523566185,1168422621,8328308277,122400000,1712381193,1,10472172120,6887589440,6283389533,3784970,25654102,25654102,20523282,841539572,2556983200,9013815808,40800000,2039138374,1,10420403498,4491324855,3943235670,582801,17774977,17774977,14219982,ACT
ACT1745,0.634025,LLC2,14.28219178,Male,20000000000,1,66,941822000,5295000,1,19970400,612289700,1,354797700,431703600,1,354300,170945900,-288234800,-288234800,1209973800,5295000,1,42646800,611215700,1,646700000,562303000,1,220000,292018600,291902200,291902200,1271978642,1,1,21812647,600467075,1,693324214,266199000,1,193557,46684532,46684532,46684532,18259208215,95055950,1,49085274,6097760,1,18474795418,26242000,1,237357,-216676504,-218528796,-218528796,ACT
ACT2888,0.634025,LLC2,14.32328767,Male,1000000000,6,42,556357600,25000000,1798214500,183776300,2933549600,1,162472900,928840900,629305100,47000,-7137800,-7137800,-7137800,582397700,2500000,1798214500,151972000,2931797000,1,111351100,140000000,65515500,7900,-51121700,-51121700,-51121700,1513429706,156788400,1962764495,120167714,4296717391,1,107162890,881818183,606628810,110974,-4172275,-4188275,-4188275,1522839138,2500000,1833701783,88363382,3458133922,1,707127856,3736655403,1972000413,350442,749956207,749956207,599964966,ACT
ACT0467,0.634025,LLC2,14.24931507,Male,1960000000,0,52,890065500,1871832000,2294228300,36786300,3369894900,1,1730715400,5910258000,5668877100,1541400,20011100,20011100,20011100,77983100,1328682000,417892400,36786300,117270000,1,1751772000,5253176100,4913471600,1847400,21056500,21056500,21056500,23004430,1736753632,114388678,1,140525442,1,1770407621,5199812400,4967947364,2448516,18635544,18635544,18635544,97174520,4559861267,1180207519,1,3982942963,1,1892748215,5272292600,5003909041,783841,27925743,27925743,22340594,ACT
ACT2446,0.634025,LLC2,14.24109589,Male,16000000000,3,42,15076513600,1060338300,1216576900,1,4630266800,1,14856041700,6678599000,6378017100,1705000,23623500,-23291700,-23291700,15111370200,2024682200,2447860600,1,5485070500,1,14287540000,11418656600,10981031200,2778100,-157238600,-359613700,-359613700,12589610408,2146968537,3093303293,1,3861092256,1,14157487475,6433547773,6066089837,1205430,-130052557,-130052557,-130052557,13317228196,6257597537,4060935943,1,9792915260,1,14050037800,6424975454,6050495828,125326,-107449675,-107449675,-107449675,ACT
ACT2357,0.634025,LLC2,14.19178082,Male,1000000000,0,71,3130994100,30000000,1,1,376886700,1,2797602600,4465537500,762390900,3888600,381651600,744301400,584065000,2305615100,1,1,1,354202400,1,3556161500,4551975000,1196206100,1442100,997658000,996462400,797169900,4622035390,1,1,1,235218976,1,4439525796,4821085000,1310099594,320278,1100470352,1104205352,883364282,5687285665,1,1,1,392128847,1,5423124641,4868073500,1315574000,166717,1226022634,1229839806,983871845,ACT
ACT0318,0.634025,LLC2,14.1890411,Male,1900000000,5,46,3926246100,1837758000,10282573200,1,14477877600,1,2281039100,20248302000,19653340700,7253400,80648900,80648900,64519100,4417826000,2187290100,9511002200,1,14366762500,1,2334856300,18600179000,17971372500,1511900,67271400,67271400,53817100,3437659820,1837119900,12037508774,1,15612513573,1,2459629256,21725599000,20857298468,12579949,140516231,140516231,110516231,807555518,3537655179,14324915322,1,17316822995,1,2279384099,22909830000,22116939154,6854908,-165885025,-165885025,-180708020,ACT
ACT1983,0.634025,LLC2,14.20547945,Male,10000000000,1,71,1847247000,7000000000,1002361600,709936900,526690600,513000000,9519854900,3067236000,2812033100,272200,12663700,11825900,11825900,2843730200,7104830800,480810400,647815700,1544958800,1,9532228400,2869190800,2652837000,301100,12594400,12373400,12373400,3871227405,6000000000,945245911,555215283,1823414676,1,9600723922,3051044745,2479103198,301995,70189216,70189216,70189216,4270680767,5000000000,1451695607,462614536,1693770679,1,9615263867,2631796872,2317100300,327186,14539945,14539945,14539945,ACT
TER2261,0.634025,LLC2,13.72876712,Male,2000000000,0,41,1,1,1,1,1,1,1,9283760200,1,392800,292423700,258958000,258958000,276925100,517803600,2436461900,1452455900,3898493700,9275000000,-1659044600,9035110500,95928300,418600,-595213400,-626417200,-626417200,483429163,701276074,1089089753,1102244979,3338262348,12076000000,-3854896164,10661281795,2001740772,319893,-1676364742,-1715588777,-1715588777,8578375,1,1,1,1,1,29196125,5086556361,1507364862,376686,-334223085,-8558487385,-8558487385,TER
ACT1149,0.634025,LLC2,14.15616438,Male,1000000000,9,25,1,1,1,1,1,1,1,5024967400,3908717900,540300,13810400,13838300,11070600,137337000,5224300,8269897300,1646757200,3523673800,5590866600,1020030300,5809046300,4286749800,298900,113491800,53362800,42690200,354820463,731831482,9686536028,987668915,5248254422,5465033330,1074652136,5476902519,4068208074,350190,67334810,68101160,54621776,260478629,504220980,6860205290,873681573,5380043941,2043709130,1101916401,4983316554,3236233068,361956,148692109,34080331,27264265,ACT
TER2606,0.634025,LLC2,13.62191781,Male,3000000000,0,82,1895418400,2271929600,2455654200,244135900,1877030200,2000000000,3755602400,1983424700,1586926100,702000,13480300,13480300,10784200,631742700,2448732800,2812546100,244135900,1672240900,2000000000,3273921900,500372300,653679700,221700,-457525400,-457525400,-457525400,537785767,2534129512,2453856521,244135913,1711622137,2000000001,2751599926,797285279,797050399,173623,-522321980,-522321980,-522321980,761569320,2400030258,1,1,1650868881,2000000000,-489269303,1,2609581256,67608,-2644119339,-2651162190,-2651162190,TER
ACT0283,0.634025,LLC2,14.17534247,Male,12600000000,46,46,1016143300,35836514800,59219160800,6242331900,91770076800,1,10711870400,1.81E+11,1.61E+11,12853800,-9073688100,512775700,363612100,1047275300,35553151800,45503146600,5624592100,77422208400,1,10305957500,2.00E+11,1.73E+11,5476900,-10734457900,867513200,694010600,889325133,44991191499,47657289990,4587304438,87388920258,1,10736190802,1.96E+11,1.72E+11,6098296,-12027862617,599014375,430233260,4569773173,38271491935,68766247780,3706732986,1.04E+11,1,11275841810,1.89E+11,1.62E+11,9746422,-6505881207,829560775,659622220,ACT
TER1354,0.634025,LLC2,13.89041096,Male,4000000000,4,46,1088050300,7255948500,1.06E+11,4541702600,1.33E+11,1,1586710900,53352174800,21171602200,8448600,366615800,218992400,170814100,3690881100,20760786200,1.74E+11,8402346800,2.16E+11,1,2495361700,98821184800,43090248300,73448900,2253876500,2166718900,1733375100,11246224537,99977783023,2.50E+11,6604594673,3.79E+11,1,5245434945,2.35E+11,1.40E+11,61774967,4685595138,4685595138,3748476110,10509880813,2.25E+11,67081979901,616980020,2.95E+11,1,8366292677,3.15E+11,2.40E+11,14531251,-3735263741,5983532714,4786826171,TER
ACT2368,0.634025,LLC2,14.11506849,Female,500000000,5,49,41929300,1356363000,1,1,1307049600,1,99404000,13303841800,13120250000,1,18666800,19046200,19046200,747672200,1871372500,1,1,2537544800,1,93470600,12983197200,12908920000,1,-6472100,-5933300,-5933300,337790097,2141197233,1,1,2441386000,1,62423984,1,1,1,1,1,1,43919558,3295689905,1,1,3384775192,1,74698984,11507131805,11382449000,1,11376288,12275000,12275000,ACT
TER1559,0.634025,SC,13.91780822,Male,10000000000,5,43,1591345400,6452613700,2121558700,2952210600,3654331400,1706371300,7827769200,1534771600,1428324900,115200,-701218700,-738702200,-738702200,2029683200,3402370300,12699000,2867925300,177196100,1406371300,7318429400,1576798900,1581725200,10100,-508665700,-509339800,-509339800,1570340674,3402370398,12699061,1,105182191,1406371352,4016399906,1,1,4689,-367665150,-3223748588,-3223748588,544107307,2827912165,12699061,1,31914596,1,3356980654,1,1,1,-658141297,-659419252,-659419252,TER
ACT2085,0.634025,LLC2,14.0739726,Male,10000000000,3,42,8176546600,232472500,1293062000,791151700,351589800,3809367300,6408165300,3567787000,3457182000,700900,-764562500,-1001683700,-1001683700,7608345600,1,6439583000,682964700,3417444600,5886130900,5833259900,5302646900,5141975100,516200,-688774400,-688774400,-688774400,67604654,5790807596,8184017292,470526976,8395385077,1178023262,5301988371,19579445090,19112790913,2078563,-412847468,-417402545,-417402545,368912514,1,6421826237,572345158,3120696145,1,4529361969,1906566682,1848831487,133645,-770919992,-772626402,-772626402,ACT
ACT2773,0.634025,LLC2,14.04109589,Female,5000000000,30,13,5816861200,505200100,1344501100,82622700,3164630400,1,5278392400,8461855300,7530175600,1284300,101951800,101951800,81561400,5080472600,1,1,71672700,1049627500,1,4595179100,6534984400,6909420200,676300,-682242600,-682242600,-682242600,4559837878,1,954383470,59727303,1197912559,1,4622377743,1921987176,1780455778,99324,33998298,33998298,27198638,5879284427,400005415,871960657,47781855,2283758399,1,5361769607,4370603655,4072144245,122504,21500724,21500724,21500724,ACT
ACT1443,0.634025,LLC2,14.01643836,Female,2000000000,15,71,806424100,7307700,1142907900,1,1340360800,974699600,1540789600,1648372400,837298100,116300,14954300,12359900,9328200,531756000,859684100,1391880700,1,2095154700,974699600,1567956000,2145316200,1359542000,113800,38120300,34801700,27166400,808395766,544785282,1831147221,1,2767582374,693699600,1590966462,2399505992,1466359323,148696,38822468,30774868,23010374,447218322,2350479744,1316962370,1,3711279015,693699600,1526186246,2578531695,1697202760,88856,43995776,17624961,8825806,ACT
TER1700,0.634025,LLC2,13.76164384,Male,1100000000,15,56,829147100,2736600,250699400,3981768600,3542523100,1,3493757600,4368459300,2354531700,22300,252838200,252838200,202270500,739895600,2736600,24265000,4562391200,3547410600,1,3756282500,5370141100,2689052500,1,328156100,328156100,262524900,594959766,191142240,54108385,2514230564,3023228207,1,4036560136,5602617561,2650553086,42098,154120913,354120912,283296730,475358433,245894998,1,2166269931,2007326625,1,4146899699,4015619516,2234954029,1,137924454,137924454,110339563,TER
ACT1047,0.634025,LLC2,13.90684932,Female,3000000000,3,20,601058400,522047600,2879709200,128630000,1545998700,1841000000,827750300,5523509500,5300294600,473100,-293924100,-293924100,-293924100,431571100,1507193500,2896174500,69409200,3900850000,620000000,460737400,4404236500,4263181600,184300,-367018800,-367012800,-367012800,322527439,1489191581,2124719737,10188516,3625161200,170000000,242511674,5269094984,5122168509,450426,-209056613,-209056613,-209056613,221323059,211777551,1,1,1068059120,1,-621906103,5358283400,6024466427,182421,-882417777,-864417777,-864417777,ACT
ACT0198,0.634025,LLC2,13.94246575,Female,1000000000,0,49,110522100,525528100,1,4187987200,2901984600,3279670300,-1344773900,6555521800,5232516500,102000,-37308100,85419100,68335300,166409100,340440000,1,5844250900,3562563800,5319670300,-2213819100,5648945400,4830856000,389300,-154505600,-869045200,-869045200,182148518,340440000,1,8801887721,14526234241,1,-4488661197,6276337920,8038845521,174758,-2365751166,-2274842075,-2274842075,314996828,1817266000,1,9498106574,16756275603,1,-4415871747,6439749090,5492293647,106924,359920081,90986812,72789450,ACT
ACT2998,0.634025,LLC2,13.88493151,Male,6000000000,2,49,836357300,4906159400,1,3319400100,4595310100,1,5201761600,11560633400,9852441000,704200,-728234200,-819197900,-819197900,480625200,4545690800,1,2740527700,3210590300,1,5034462700,10770927500,8083532700,610100,-193317300,-167237300,-167237300,557457075,5430959363,1,2386558240,909149321,3873776000,4281677327,8353679944,6694056653,807791,-791476448,-710555449,-710555449,441472620,1114510132,1,306265332,1861108024,1,718031000,5582803907,6484201056,305572,-2881083416,-3563646327,-3563646327,ACT
TER2406,0.634025,SC,13.88493151,Male,14000000000,1,59,2196312800,3140979900,249171500,67069800,17949824400,1,-609907400,8436363600,3171058300,2262400,-1230307100,-1230307100,-1230307100,3410670800,2850979900,249171500,31062400,18603795700,1,-375528100,2664200000,488963600,2727100,238879200,234379200,234379200,3798516616,1784693505,1,26101689,2237936851,17238317722,-2145202459,1426260000,1332492582,1147133,-1735862242,-1735862242,-1735862242,3761441404,2208850340,1,1,3216076458,17238317722,-2724906366,709565000,669010286,823870,-552252222,-552252222,-552252222,TER
ACT0851,0.634025,LLC2,13.95890411,Male,25000000000,20,46,6855211800,1,3353425800,5053973800,4429926300,1,11779227100,9309786200,5564473000,2531600,140236400,102772500,71920400,10268529200,4033547700,1,4516754100,7053374000,1,12070091500,23089003100,17363519100,4291600,406817500,372227900,290864400,7096968093,4642091585,1565989797,2048646574,1269608782,1,14113087267,31023770627,21780751523,5260701,2764868186,2595969336,2042995699,8121499358,7200726965,686650490,1898903081,2171931530,1,15735848364,43809075267,33067421741,4356750,2445284490,2386041175,1896984277,ACT
ACT1646,0.634025,LLC2,13.84931507,Male,7500000000,3,24,401411200,674240300,529351300,5369880500,132100700,1,7090764900,8258819700,7386761700,1484700,-29152100,-29152100,-29152100,348433900,1518006200,492509700,6065038500,1264893900,1,7365225400,11786298900,10208991900,1442600,316891100,316891100,274460500,602231744,1983705160,276936183,5703062666,1213580269,1,7490976712,12924267960,11383946277,1582872,214217772,204089623,163271698,457381975,736753452,1015502254,5254314807,272172470,1,7355847018,9699782400,8632631525,1619789,-150543243,-135129694,-135129694,ACT
ACT0537,0.634025,LLC2,13.84931507,Male,5000000000,5,41,2193588000,2127990500,317140400,813292800,2664551500,1,2851626000,3105927200,2968752300,26900,-199627400,-199627400,-199627400,1752245800,2627990500,224693700,617326700,2686171000,1,2577885200,818181800,732208600,1,-272947300,-272947300,-272947300,288128480,3946310723,141538325,424565029,2654519265,1,2194679288,1207563818,1113145210,5839,-301955921,-301955921,-301955921,3511455906,1,6100143848,231803341,8646591302,1,1660711302,2424800000,2279312000,319977,-507303602,-507303602,-507303602,ACT
ACT2326,0.634025,LLC2,13.83835616,Male,5000000000,6,22,515477700,3273949600,4759812700,1,4521410300,1,4085958700,14638100800,13709228100,3078600,493467300,493467300,394773800,665898200,3506979000,6984666800,1,6650094200,1,4558094100,16072363000,15076673400,3005500,594676700,594676700,475741400,1081421709,2875081710,8033440169,1,7129242733,1,4860700855,15383938550,14768538744,1904863,379651186,379651186,303720949,1239771625,3267998583,9381414341,1,8748292685,1,5266019616,15786170340,14758284117,1214580,506648451,506648451,405318761,ACT
ACT2916,0.634025,LLC2,13.86849315,Male,10000000000,1,43,64796400,288770500,8420303200,252330200,6035991200,1,3024790000,1676777100,1308515100,102300,-66468100,-66468100,-66468100,164591000,80257800,8611779400,81798700,6205995700,1,2753765500,847577200,607052700,23300,-175275400,-271024400,-271024400,48526036,816432084,8839746118,41666665,6959471861,1,2794395293,1121961692,840732257,19426,13992403,40629704,40629704,721292386,293666819,9629502266,32575753,8187578381,1,2532368200,1880782117,1843536155,31794,-262026049,-262027093,-262027093,ACT
TER2048,0.634025,LLC1,13.6109589,Male,10000000000,5,46,3050278000,11358378900,15026475400,1,13727634400,1,16136141400,87769435400,83694097700,17751000,228653200,228666300,178359700,3997599800,582129400,14455968500,1,1823115800,1,17273643900,76286340500,71045142100,28940800,1421878400,1421878100,1137502500,10747882536,2440537266,8741522936,1,4631498002,1,17345840636,36892413336,33704264002,6813624,142434769,142434769,113947815,2596371415,5224436243,9762738694,1,474793923,1,17566179573,30793524009,27699337897,12021464,240146066,275423671,220338937,TER
ACT1398,0.634025,LLC2,13.78630137,Male,300000000,14,81,247628800,56351200,1,1,65925700,1,262614700,914345300,575868800,73800,15619400,15619400,15619400,416823700,78094000,1,1,178349200,1,325981700,1119088500,740991400,54700,78863000,78863000,78863000,194133386,13645500,1,1,82765393,1,150341258,1054334124,870694110,85661,-174395060,-174395060,-174395060,140340113,25740000,1,1,77826332,1,113581546,1099437000,746984483,87689,-31615937,-31615937,-31615937,ACT
ACT1942,0.634025,LLC2,13.81917808,Female,1200000000,4,46,5538444300,4813067600,304862400,945533600,4543549800,1,7859221500,20499624800,15310695700,24324800,1628010200,1545770000,1075183700,8183880800,4208827500,130040000,728296300,3820232300,1,9792122200,19820851300,14112026100,147300500,2590832000,2586704700,1935650700,9059852277,3926663085,203094793,711728188,3890870737,1,10044798978,14995851715,10601795303,8554589,923349466,853622707,390718166,10519587858,3295411002,96685393,397699551,3065353941,1,11370519685,15262592509,9817167043,27171859,2059286687,2059286687,1338507950,ACT
ACT1635,0.634025,LLC2,13.8,Male,12500000000,3,46,6997079400,850054200,452805300,1506755200,2718135600,1459610400,5711142300,11603842600,9003288000,1,-7557200,43023900,34419100,6037824500,5912428000,161100700,1067072700,5356922300,2217773500,5742911200,13734913300,10243322100,1,527424600,67703700,54162900,9045078398,3887467765,1394068666,889227267,7394851863,2084173837,5795880449,14311394579,11199312010,1,64890767,66211515,66211515,11688255324,670105172,1130502924,711381807,4857912116,3526727820,5874208354,12503396454,9571275342,1,88985161,88985161,88985161,ACT
ACT1319,0.634025,LLC2,13.8109589,Male,3000000000,1,74,135413000,85477300,1,1,1760000,1050678000,-743051000,769474400,577524200,402900,40155600,40155600,32124500,60585900,70976900,137243100,1,1,1100678000,-828922900,323871900,249939900,232800,-79941700,-79941700,-79941700,112683713,70976954,362210927,1,1,1350543000,-796464296,591181460,378657541,122548,32458655,32458655,32458655,1267283103,70976954,469823099,1,273000,1,1829413283,1,1,33575,-174122421,-174122421,-174122421,ACT
TER1663,0.634025,SC,13.67945205,Female,4000000000,1,46,147031600,1281442200,1890253300,1,3914319100,179195000,169110800,4595655600,4187446600,1340200,-151689200,-151689200,-151689200,378783900,861775500,2143103600,1,4221785300,240801000,-5580300,3963908200,3730233200,4968400,-166334600,-166334600,-166334600,63945362,1735087078,1515133760,1,4684932209,256033000,-279583270,5686078886,5604875148,298208,-274002959,-274002959,-274002959,127884004,2682683368,1029178467,1,5907306485,256033000,-565844441,5187750431,5217805293,177828,-276250171,-276250171,-276250171,TER
ACT1169,0.634025,LLC2,13.76438356,Male,600000000,0,47,235101100,457580200,1021439600,1,1130303500,1,556170100,3700226700,3323371300,363500,-27045800,-27195800,-27195800,146956800,589337500,1069454700,1,1263736400,1,563476600,4360827900,4002706600,532400,9133000,9133000,7306400,175102244,576721993,1241539601,1,1381203357,1,612160481,4714787362,4309805325,446447,6519701,6519701,5215761,264649668,170136013,1443739199,1,1260880077,1,617644803,4009130119,3598406252,348689,6855403,6855403,5484322,ACT
ACT0529,0.634025,SC,13.75342466,Male,4000000000,20,46,2717053500,1,81395600,1,111293600,1,3831309500,1,1,15000,-1594900,-1594900,-1594900,2715455600,1,81395600,1,111293600,1,3829711700,1,1,12100,-1597800,-1597800,-1597800,2713850715,1,81395641,1,111293657,1,3828106754,1,1,5047,-1604953,-1604953,-1604953,2713656387,1,81395641,1,122862213,1,3816343870,1,1,3672,-11762884,-11762884,-11762884,ACT
ACT1445,0.634025,LLC2,13.8,Male,6000000000,0,46,374823100,4377358900,8350555200,1,7142888700,1,6012032400,15242530000,14028296000,2339300,11339800,11339800,8845000,592156400,2513127600,8184426000,1,5351206800,1,6010062900,16129833200,15320736900,1146700,-4805500,12061200,9649000,636112034,480497457,8035290718,1,3184952789,1,6021212388,14330302863,13215282450,2074342,-15104145,13936794,11149435,531455606,246664867,9030950844,1,3893439376,1,6020080678,12899791891,11985054064,1748979,10930214,7718420,6174736,ACT
ACT2797,0.634025,SC,13.72876712,Male,10000000000,5,62,6953576000,11398303900,1,1,6380791400,1,12088803800,6690419200,3370999300,90782000,817130700,738112300,685408300,6798865500,11198877100,1,1,6110450700,1,11987504800,2913818600,1324263700,74596300,24145500,-43765900,-48595000,5948455647,8835410079,506776615,1,2142171601,1,13254975771,4976840840,2872211671,33552940,507668113,507350113,453642763,5565714565,9062891144,506776615,1,2826404328,1,13307607904,4552666044,2833580560,24209972,65790166,65790166,52632133,ACT
TER0970,0.634025,LLC2,13.70684932,Male,9000000000,6,70,137591000,1,1,1,36257300,1,101333700,162000000,55818600,5400,-56601000,-57742700,-57742700,139042700,1,1,1,65507300,1,73535400,162000000,48000000,23700,-27798300,-27798300,-27798300,124796489,1,1,1,96941345,1,30492644,162000000,54000000,21100,-42812800,-43042800,-43042800,172258087,1,1,1,1893458,1,171377129,162000000,54000000,4000,-35631886,-59115515,-59115515,TER
ACT0160,0.634025,LLC2,13.77534247,Female,15000000000,600,14,2923755800,156760200,106149500,9683324300,29145993500,1,14332711100,1.09E+11,97933145800,298394900,264849800,-901681700,-925244400,5884020000,1,462542900,8917724300,26407961600,1,14362733700,78507155600,70451461300,60579500,44517200,37528200,30022600,4996892504,2384914570,217917108,7633430935,26488533539,1,13303681269,54559317354,46453060716,65587078,41107770,-919255036,-927476590,631081237,11589108047,24444636,6133564529,23717380612,1,13319720746,23247939740,16716891845,6723447,561492091,33532265,16039477,ACT
TER1433,0.634025,LLC1,13.68767123,Male,2000000000,10,47,1744416000,172571400,92425700,10234000,27705400,1,2000000000,6103086700,5300096300,1321000,33172300,33172300,26537800,1636711700,260354700,102623500,10234000,17982100,1,2000000000,6125927000,5287388100,981700,34824400,34824400,27859500,1949428161,179086101,54931604,10234000,201738048,1,2000000000,3722673427,2988796799,354882,39906283,39906283,31925026,1991905160,4670422,1,1,1,1,1996575582,1539244004,1131580111,111736,251235906,-3424418,-3424418,TER
